,original_name,name,id,genre_ids,first_air_date,popularity,vote_average,vote_count,original_language,adult
853,Boise Boys,Boise Boys,79260,[10764],2017-05-21,2.233,6.5,2,en,False
854,The Man Without A Heart,The Man Without A Heart,202674,"[99, 80]",2022-04-28,2.218,10.0,1,en,False
855,Dolores: La verdad sobre el caso Wanninkhof,Dolores: The Truth About the Wanninkhof Case,137168,"[99, 80]",2021-10-26,2.216,4.8,6,es,False
856,Edge of the Earth,Edge of the Earth,204570,"[99, 10759]",2022-07-12,2.198,6.7,10,en,False
857,Shattered,Shattered,73448,"[99, 80, 10764]",2017-08-23,2.187,8.5,3,en,False
858,Gordon's Great Escape,Gordon's Great Escape,31892,"[10764, 99]",2010-01-18,2.187,7.8,18,en,False
859,Truth Behind the Moon Landing,Truth Behind the Moon Landing,90163,[99],2019-06-02,2.184,6.3,3,en,False
860,The Alaska Triangle,The Alaska Triangle,110104,"[99, 10764]",2020-02-09,2.162,8.2,6,en,False
861,Men Women Wild,Men Women Wild,99883,"[10764, 10759]",2015-11-11,2.155,0.0,0,en,False
862,Bargain Mansions,Bargain Mansions,102534,[10764],2016-06-15,2.151,0.0,0,en,False
863,El gran sarao,The Big Soirée,217015,[10764],2022-12-15,2.15,4.2,4,es,False
864,1000-lb Best Friends,1000-lb Best Friends,157247,"[10764, 99, 18]",2022-02-07,2.139,4.7,3,en,False
865,The Anarchists,The Anarchists,204899,[99],2022-07-10,2.13,6.4,11,en,False
866,Ghosts of Shepherdstown,Ghosts of Shepherdstown,66972,[9648],2016-06-12,2.128,8.2,5,en,False
867,Héroïnes,Héroïnes,70293,[35],2017-02-16,2.105,1.0,1,fr,False
868,Un Sueño Real,Un Sueño Real,114685,[99],2020-12-28,2.097,5.5,2,es,False
869,Dates from Hell,Dates from Hell,64868,"[80, 99]",2012-07-11,2.088,5.0,1,en,False
870,Deadly Sins,Deadly Sins,218963,"[99, 80]",2012-03-03,2.077,4.5,2,en,False
871,Alaskan Killer Bigfoot,Alaskan Killer Bigfoot,153227,[10764],2021-12-07,2.075,7.5,5,en,False
872,Say Yes to the Dress UK,Say Yes to the Dress UK,81437,[10764],2016-08-12,2.066,9.8,5,en,False
873,Lone Target,Lone Target,64913,"[10764, 99]",2014-01-01,2.055,8.8,6,en,False
874,Extraterrestres: Ellos Están Entre Nosotros,Aliens: They Are Among Us,138333,[99],2021-04-08,2.048,0.0,0,es,False
875,Aliens In Alaska,Aliens In Alaska,119539,"[99, 10764]",2021-02-15,2.033,7.2,4,en,False
876,Windy City Rehab,Windy City Rehab,86385,[10764],2017-07-05,2.029,9.0,1,en,False
877,Evil Lives Here: Shadows Of Death,Evil Lives Here: Shadows Of Death,112535,"[80, 99, 10764]",2020-10-30,2.018,8.2,5,en,False
878,House of Cars,House of Cars,153360,"[99, 10764]",2014-11-23,2.012,0.0,0,es,False
879,Deadliest Mums & Dads,Deadliest Mums & Dads,202818,[99],2021-11-27,2.01,0.0,0,en,False
880,Relentless,Relentless,128326,"[80, 99]",2021-06-28,2.0,7.6,9,en,False
881,"Justice, USA","Justice, USA",248089,"[99, 80]",2024-03-14,1.994,7.0,1,en,False
882,091: Alerta Policía,091: Alerta Policía,80027,"[99, 80, 10764]",2017-09-25,1.986,5.0,4,es,False
883,Twin Turbos,Twin Turbos,77554,[99],2018-02-28,1.978,0.0,0,en,False
884,Beauty Queen Murders,Beauty Queen Murders,78188,[],2013-10-01,1.969,5.5,2,en,False
885,I Was Prey,I Was Prey,72910,"[99, 10764]",2017-07-16,1.953,8.0,1,en,False
886,Eristyksissä (At Home Finland),At Home - Finland,106203,[],2020-07-19,1.937,9.0,1,da,False
887,The Blended Bunch,The Blended Bunch,120482,[10764],2021-03-16,1.934,5.5,2,en,False
888,Salvar al Rey,Saving the King,209489,[99],2022-09-09,1.926,6.1,9,es,False
889,Murder Comes Home,Murder Comes Home,99150,[],2020-01-28,1.926,10.0,3,en,False
890,Bad Chad Customs,Bad Chad Customs,85414,[10764],2019-01-01,1.922,7.5,3,en,False
891,Vegas Rat Rods,Vegas Rat Rods,64431,[10764],2014-05-19,1.897,9.0,2,en,False
892,Undercurrent: The Disappearance of Kim Wall,Undercurrent: The Disappearance of Kim Wall,158787,[99],2022-03-08,1.876,7.4,10,en,False
893,Cal Fire,Cal Fire,116647,[10764],2021-01-03,1.875,9.0,2,en,False
894,Street Outlaws: Fastest In America,Street Outlaws: Fastest In America,111804,[10764],2020-01-20,1.86,9.0,2,en,False
895,El Pionero,The Pioneer,90913,"[99, 10767]",2019-07-07,1.847,6.0,9,es,False
896,Supertruckers,Supertruckers,98163,"[99, 10764]",2015-02-20,1.845,0.0,0,en,False
897,Broken Trust,Broken Trust,95694,"[99, 80]",2018-06-13,1.837,9.333,3,en,False
898,Scaled,Scaled,81877,[10764],2018-08-24,1.833,7.0,1,en,False
899,TY Breaker,TY Breaker,117080,[10764],2021-01-11,1.825,0.0,0,en,False
900,Megan Thee Stallion vs Tory Lanez: Five Shots,Megan Thee Stallion vs Tory Lanez: Five Shots,234110,[99],2023-09-04,1.824,7.0,3,en,False
901,Two Shallow Graves,Two Shallow Graves,202761,"[99, 80]",2022-05-23,1.819,6.5,4,en,False
902,Dodo Heroes,Dodo Heroes,79971,[99],2018-06-09,1.81,10.0,1,en,False
903,Spooked Scotland,Spooked Scotland,203018,[99],2022-05-27,1.806,0.0,0,en,False
904,Desert Flippers,Desert Flippers,73446,[10764],2016-08-25,1.792,5.3,3,en,False
905,Ant Anstead Master Mechanic,Ant Anstead Master Mechanic,94564,"[99, 10764]",2019-10-10,1.791,10.0,1,en,False
906,All That Glitters: Britain's Next Jewellery Star,All That Glitters: Britain's Next Jewellery Star,124945,[10764],2021-04-13,1.753,5.0,1,en,False
907,Legends of the Wild West,Legends of the Wild West,88766,[],2014-10-28,1.735,0.0,0,es,False
908,Treasure Quest: Snake Island,Treasure Quest: Snake Island,63555,[99],2015-07-17,1.734,5.9,9,en,False
909,These Woods Are Haunted,These Woods Are Haunted,80701,[],2018-07-08,1.729,10.0,3,en,False
910,Anni: The Honeymoon Murder,Anni: The Honeymoon Murder,138562,"[99, 80]",2021-11-13,1.712,6.5,2,en,False
911,Southern Gothic,Southern Gothic,102767,"[80, 99, 10764]",2020-04-27,1.712,7.2,5,en,False
912,American Nightmare,American Nightmare,85250,"[80, 99, 10764]",2019-01-01,1.707,5.0,2,en,False
913,Forbidden: Dying for Love,Forbidden: Dying for Love,82781,"[80, 18, 10764]",2016-01-01,1.697,8.0,4,en,False
914,Gaming Wall St,Gaming Wall St,158534,[99],2022-03-03,1.681,5.7,10,en,False
915,Fix My Flip,Fix My Flip,196674,[10764],2022-03-10,1.677,2.0,1,en,False
916,Unchained Reaction,Unchained Reaction,45027,[10764],2012-03-18,1.664,7.0,3,en,False
917,The Hillside Strangler,The Hillside Strangler,154388,"[99, 80]",2021-12-28,1.663,6.5,4,en,False
918,Paradise Lost,Paradise Lost,21950,[18],2008-08-05,1.655,0.0,0,en,False
919,Til Death Do Us Part,Til Death Do Us Part,101601,"[80, 99]",2019-07-09,1.648,6.0,2,en,False
920,Rob Riggle Global Investigator,Rob Riggle Global Investigator,100385,"[99, 35]",2020-03-10,1.627,8.0,1,en,False
921,L'armure de Jade,Jade Armor,128023,"[10759, 16, 18]",2022-09-07,1.623,7.0,1,fr,False
922,Legends of the Wild,Legends of the Wild,101499,[],2020-04-01,1.607,4.0,1,en,False
923,Garbage Boy and Trash Can,Garbage Boy and Trash Can,222702,"[16, 35]",2023-07-17,1.596,0.0,0,en,False
924,Murdaugh Murders: Deadly Dynasty,Murdaugh Murders: Deadly Dynasty,202884,"[18, 80, 9648]",2022-06-19,1.586,7.3,9,en,False
925,La Sagrada Familia,The Sagrada Familia,214209,[99],2022-11-24,1.574,5.0,4,es,False
926,Calls From the Inside,Calls From the Inside,154485,"[80, 99]",2021-12-29,1.557,0.0,0,en,False
927,Low Country: The Murdaugh Dynasty,Low Country: The Murdaugh Dynasty,212751,[99],2022-11-03,1.554,6.2,6,en,False
928,Yo fui un asesino,Yo fui un asesino,76233,[],2017-11-29,1.551,0.0,0,es,False
929,One of a Kind,One of a Kind,88736,"[99, 10764]",2019-03-20,1.55,6.0,1,en,False
930,Say yes to the dress Danmark,Say yes to the dress Danmark,118903,[10764],2018-02-05,1.538,10.0,3,da,False
931,Megaestructuras franquistas,Megaestructuras franquistas,120175,[99],2021-03-15,1.517,0.0,0,es,False
932,JonBenét: An American Murder Mystery,JonBenét: An American Murder Mystery,67759,"[99, 80]",2016-09-12,1.487,8.2,6,en,False
933,Home Sweet Homicide,Home Sweet Homicide,153372,"[80, 99]",2019-10-16,1.479,0.0,0,en,False
934,Relatively Evil,Relatively Evil,101510,"[80, 99, 10764]",2019-10-15,1.466,10.0,1,en,False
935,The Wonderland Murders,The Wonderland Murders,80029,"[80, 99, 10764]",2018-06-05,1.433,10.0,5,en,False
936,No One Can Hear You Scream,No One Can Hear You Scream,212750,"[80, 99]",2022-10-17,1.432,4.0,1,en,False
937,River of No Return,River of No Return,94381,"[99, 10764]",2019-10-06,1.431,7.3,3,en,False
938,Unexplained and Unexplored,Unexplained and Unexplored,96500,"[99, 10764]",2019-11-10,1.43,6.0,2,en,False
939,Chasing Flavor,Chasing Flavor,243404,[99],2024-02-01,1.424,7.0,1,en,False
940,Take My Tumor,Take My Tumor,251029,"[99, 10764]",2024-04-03,1.416,0.0,0,en,False
941,Teen Titans Go! The Night Begins to Shine,Teen Titans Go! The Night Begins to Shine,231914,[16],,1.403,0.0,0,en,False
942,Who Killed Biggie and Tupac ?,Who Killed Biggie and Tupac ?,208325,[99],2022-08-14,1.394,8.1,7,en,False
943,Dino Hunters,Dino Hunters,105881,[99],2020-06-19,1.391,10.0,1,en,False
944,Ghosts of Devil's Perch,Ghosts of Devil's Perch,208734,"[99, 10764]",2022-08-21,1.378,0.0,0,en,False
945,Where Murder Lies,Where Murder Lies,120041,"[99, 80, 10764]",2021-02-16,1.371,6.5,2,en,False
946,Small Town News: KPVM Pahrump,Small Town News: KPVM Pahrump,128966,[99],2021-08-02,1.364,6.5,2,en,False
947,Unbelievable Me,Unbelievable Me,221765,"[99, 10764]",2023-01-16,1.361,0.0,0,en,False
948,Pamela Smart: An American Murder Mystery,Pamela Smart: An American Murder Mystery,81766,"[80, 99]",2018-08-19,1.36,6.0,4,en,False
949,World's Biggest Shipbuilders,World's Biggest Shipbuilders,120925,[99],2016-01-01,1.353,0.0,0,en,False
950,Home Town Takeover,Home Town Takeover,124300,[10764],2021-05-02,1.343,0.0,0,en,False
951,World's Greatest Cars,World's Greatest Cars,122841,[99],2020-11-12,1.34,7.0,2,en,False
952,Not So Pretty,Not So Pretty,197116,[99],2022-04-14,1.338,6.3,3,en,False
953,Pod Save America,Pod Save America,82400,[10767],2018-10-12,1.322,2.0,1,en,False
954,Unseamly: The Investigation of Peter Nygård,Unseamly: The Investigation of Peter Nygård,119889,[99],2021-02-12,1.312,6.0,1,en,False
955,"Tiny House, Big Living","Tiny House, Big Living",75087,[10764],2014-12-15,1.306,8.5,2,en,False
956,Kwatery Hitlera,Kwatery Hitlera,111665,"[99, 18, 10768]",2019-04-05,1.304,0.0,0,pl,False
957,Big Giant Swords,Big Giant Swords,231387,[10764],2015-01-13,1.301,8.0,1,en,False
958,Ghosts of Morgan City,Ghosts of Morgan City,90651,[99],2019-06-21,1.299,7.0,1,en,False
959,Devil In Suburbia,Devil In Suburbia,208721,"[80, 99]",2022-08-09,1.297,8.0,2,en,False
960,Mummies Unwrapped,Mummies Unwrapped,102294,[99],2019-04-11,1.295,6.5,2,en,False
961,Ghost Loop,Ghost Loop,97197,[10764],2019-11-27,1.285,6.9,7,en,False
962,A2 – Abenteuer Autobahn,A2 – Abenteuer Autobahn,96273,[],2018-05-21,1.285,7.0,1,de,False
963,Silly Sundays,Silly Sundays,225753,"[10762, 16, 35, 10751]",2023-07-02,1.276,0.0,0,en,False
964,Love Off the Grid,Love Off the Grid,156701,[10764],2022-01-30,1.276,6.0,1,en,False
965,Gone,Gone,73159,"[18, 80]",2017-07-24,1.274,6.0,4,en,False
966,Tough Love with Hilary Farr,Tough Love with Hilary Farr,154033,[10764],2021-12-20,1.261,0.0,0,en,False
967,Hell House,Hell House,112367,"[80, 99, 18, 9648]",2015-10-10,1.246,8.0,1,en,False
968,House Hunters Renovation,House Hunters Renovation,55493,[10764],2012-09-23,1.241,7.8,5,en,False
969,100 Days Wild,100 Days Wild,109476,"[10764, 10759]",2020-08-21,1.238,6.0,2,en,False
970,Building Alaska,Building Alaska,74908,"[99, 18, 10764]",2012-11-11,1.228,7.7,6,en,False
971,Shark Academy,Shark Academy,128498,[10764],2021-07-11,1.223,6.0,2,en,False
972,Deadly Devotion,Deadly Devotion,107018,[99],2013-06-04,1.22,7.0,1,en,False
973,Mysteries of the Missing,Mysteries of the Missing,73511,[99],2017-08-26,1.217,8.3,6,en,False
974,Bake It Like Buddy,Bake It Like Buddy,82256,[10764],2018-09-08,1.202,0.0,0,en,False
975,Expedition Unknown: Hunt for Extraterrestrials,Expedition Unknown: Hunt for Extraterrestrials,78265,[99],2017-10-04,1.202,8.2,5,en,False
976,Queen of Versailles Reigns Again,Queen of Versailles Reigns Again,196480,[10764],2022-03-30,1.201,1.0,1,en,False
977,Level Playing Field,Level Playing Field,132639,[99],2021-09-14,1.19,5.0,1,en,False
978,The Devil Speaks,The Devil Speaks,86223,"[18, 80]",2018-08-21,1.184,8.0,4,en,False
979,Fatal Encounters,Fatal Encounters,118232,[80],2012-01-04,1.181,0.0,0,en,False
980,Inside the Gangsters' Code,Inside the Gangsters' Code,55770,[99],2013-02-27,1.181,0.0,0,en,False
981,José Andrés y familia en España,José Andrés and Family in Spain,218427,[99],2022-12-27,1.178,6.2,4,es,False
982,Extreme Sisters,Extreme Sisters,123450,[10764],2021-04-25,1.171,8.3,6,en,False
983,Fixer Upper: Welcome Home,Fixer Upper: Welcome Home,114661,[10764],2021-01-29,1.143,7.8,4,en,False
984,Outrageous Acts of Psych,Outrageous Acts of Psych,132841,[10764],2015-05-02,1.137,0.0,0,en,False
985,Detective Diaries,Detective Diaries,136725,"[99, 80]",2021-09-27,1.135,8.5,2,en,False
986,مشاعر,Feelings,89516,[],2019-05-06,1.132,0.0,0,ar,False
987,Someone You Thought You Knew,Someone You Thought You Knew,93791,"[99, 80]",2018-08-02,1.129,9.3,3,en,False
988,Black and Missing,Black and Missing,137681,[99],2021-11-23,1.126,4.3,3,en,False
989,The Hype,The Hype,128320,[10764],2021-08-12,1.12,4.3,3,en,False
990,Franco. La vida del Dictador en color,Franco. La vida del Dictador en color,216321,[99],2019-11-18,1.118,7.0,1,es,False
991,Flip or Flop Vegas,Flip or Flop Vegas,71856,[10764],2017-04-06,1.106,7.8,6,en,False
992,Chrome Underground,Chrome Underground,65045,[],2014-05-23,1.106,0.0,0,en,False
993,Shark After Dark,Shark After Dark,91673,[],2013-08-04,1.101,0.0,0,en,False
994,Wrench'D,Wrench'D,113309,[10764],2018-05-15,1.088,10.0,1,en,False
995,My Feet Are Killing Me: First Steps,My Feet Are Killing Me: First Steps,113001,"[99, 10764]",2020-09-10,1.085,9.5,2,en,False
996,Idris Elba: Fighter,Idris Elba: Fighter,89173,[99],2017-01-17,1.078,7.3,3,en,False
997,Murder in the Wicked West,Murder in the Wicked West,216320,"[99, 80]",2022-12-12,1.074,5.0,3,en,False
998,Bail Jumpers,Bail Jumpers,248358,[80],2024-03-05,1.061,0.0,0,en,False
999,Secrets of the Underground,Secrets of the Underground,70258,"[10764, 99]",2017-02-14,1.056,4.3,3,en,False
1000,Dr. Pimple Popper: Before the Pop,Dr. Pimple Popper: Before the Pop,110176,[10764],2020-09-03,1.048,0.0,0,en,False
1001,Wheeler Dealers Trading Up,Wheeler Dealers Trading Up,49311,[10764],2013-04-02,1.028,8.7,3,en,False
1002,The Diana Investigations,The Diana Investigations,208064,[99],2022-08-18,1.012,8.0,2,en,False
1003,Death on The Beach,Death on The Beach,194802,"[99, 80]",2022-03-06,1.012,6.2,2,en,False
1004,Flip or Flop Atlanta,Flip or Flop Atlanta,73176,[10764],2017-07-20,1.007,8.0,3,en,False
1005,Jungle Gold,Jungle Gold,59507,"[10764, 18]",2012-10-26,1.007,5.0,3,en,False
1006,Back from the Dead,Back from the Dead,57639,[99],2011-07-04,1.005,6.0,1,en,False
1007,Nago.Głośno.Dumnie,Naked.Loud.Proud.,227847,[99],2023-06-01,1.001,0.0,0,pl,False
1008,Homicide City: Charlotte,Homicide City: Charlotte,98475,"[99, 80]",2019-12-03,0.979,10.0,1,en,False
1009,"Love, Honor & Betray","Love, Honor & Betray",138057,"[99, 80]",2021-11-04,0.978,4.0,2,en,False
1010,Family By the Ton,Family By the Ton,76269,"[10764, 10751]",2018-01-10,0.958,10.0,1,en,False
1011,Tiny Luxury,Tiny Luxury,67044,[10764],2015-09-14,0.936,6.0,1,en,False
1012,Restored by the Fords,Restored by the Fords,76435,[10764],2016-12-13,0.931,8.0,1,en,False
1013,"Paris, La Vie Sportive","Paris, La Vie Sportive",231473,[99],2023-07-27,0.93,7.0,1,fr,False
1014,Buying the Beach,Buying the Beach,64891,[10764],2014-06-02,0.929,0.0,0,en,False
1015,World's Top 5,World's Top 5,66035,[],2012-09-13,0.926,0.0,0,en,False
1016,American Cartel,American Cartel,130191,"[99, 80]",2021-03-30,0.923,8.0,1,en,False
1017,Build Me Up,Build Me Up,106186,[],2019-05-30,0.911,0.0,0,en,False
1018,Devil Among Us,Devil Among Us,106805,"[99, 80]",2020-07-16,0.909,0.0,0,en,False
1019,Deadliest Kids,Deadliest Kids,221924,[99],2021-09-10,0.893,6.0,1,en,False
1020,Queen of Versailles Reigns Again,Queen of Versailles Reigns Again,196480,[10764],2022-03-30,1.201,1.0,1,en,False
1021,"Love, Honor & Betray","Love, Honor & Betray",138057,"[99, 80]",2021-11-04,0.978,4.0,2,en,False
1022,Tiny Luxury,Tiny Luxury,67044,[10764],2015-09-14,0.936,6.0,1,en,False
1023,Build Me Up,Build Me Up,106186,[],2019-05-30,0.911,0.0,0,en,False
1024,Shark Academy,Shark Academy,128498,[10764],2021-07-11,1.223,6.0,2,en,False
1025,Devil Among Us,Devil Among Us,106805,"[99, 80]",2020-07-16,0.909,0.0,0,en,False
1026,I Was Murdered,I Was Murdered,65034,"[80, 99]",2013-04-24,0.679,2.0,1,en,False
1027,Small Town News: KPVM Pahrump,Small Town News: KPVM Pahrump,128966,[99],2021-08-02,1.364,6.5,2,en,False
1028,Unbelievable Me,Unbelievable Me,221765,"[99, 10764]",2023-01-16,1.361,0.0,0,en,False
1029,Homestead Rescue: Raney Ranch,Homestead Rescue: Raney Ranch,111195,"[99, 10764]",2020-10-06,0.582,7.7,3,en,False
1030,Outgrown,Outgrown,134693,[10764],2021-09-18,0.663,0.0,0,en,False
1031,Land Rush,Land Rush,65048,[10764],2015-07-14,0.577,0.0,0,en,False
1032,Home Town Takeover,Home Town Takeover,124300,[10764],2021-05-02,1.343,0.0,0,en,False
1033,Chasseurs de dinosaures,Hunting Dinosaurs,218190,[99],2023-01-08,0.704,2.0,1,fr,False
1034,Level Playing Field,Level Playing Field,132639,[99],2021-09-14,1.19,5.0,1,en,False
1035,Three Men Four Wheels,Three Men Four Wheels,115969,[10764],2020-12-30,0.655,0.0,0,en,False
1036,Pod Save America,Pod Save America,82400,[10767],2018-10-12,1.322,2.0,1,en,False
1037,Unseamly: The Investigation of Peter Nygård,Unseamly: The Investigation of Peter Nygård,119889,[99],2021-02-12,1.312,6.0,1,en,False
1038,Big Giant Swords,Big Giant Swords,231387,[10764],2015-01-13,1.301,8.0,1,en,False
1039,Mummies Unwrapped,Mummies Unwrapped,102294,[99],2019-04-11,1.295,6.5,2,en,False
1040,Fixer to Fabulous: Welcome Inn,Fixer to Fabulous: Welcome Inn,196281,[10764],2022-03-15,0.735,0.0,0,en,False
1041,Alien Sharks: Ghosts of Japan,Alien Sharks: Ghosts of Japan,258439,[99],2024-07-10,0.727,0.0,0,en,False
1042,Irina Rimes: Pe drumul meu,On My Way with Irina Rimes,204718,[99],2022-06-03,0.723,5.3,3,ro,False
1043,Rugged Justice,Rugged Justice,64821,"[10764, 80]",2015-01-18,0.721,10.0,1,en,False
1044,Hometown Horror,Hometown Horror,94852,[99],2019-11-18,0.72,5.5,2,en,False
1045,Building Roots,Building Roots,197403,"[10764, 99]",2022-04-10,0.709,0.0,0,en,False
1046,Don't Trust Andrew Mayne,Don't Trust Andrew Mayne,247786,[],2014-01-13,0.706,0.0,0,en,False
1047,Big Cat Tales,Big Cat Tales,83640,[99],2018-10-29,0.706,8.0,1,en,False
1048,Street Outlaws Bistrol: Race To $100K,Street Outlaws Bistrol: Race To $100K,244188,[],2018-06-08,0.705,10.0,2,en,False
1049,My Murder Story,My Murder Story,100340,"[80, 99, 10764]",2020-03-08,0.705,0.0,0,en,False
1050,Chasseurs de dinosaures,Hunting Dinosaurs,218190,[99],2023-01-08,0.704,2.0,1,fr,False
1051,Good Bones: Risky Business,Good Bones: Risky Business,209650,[10764],2022-09-05,0.696,0.0,0,en,False
1052,I Was Murdered,I Was Murdered,65034,"[80, 99]",2013-04-24,0.679,2.0,1,en,False
1053,Vitals,Vitals,118099,[99],2021-02-07,0.664,7.0,3,es,False
1054,Outgrown,Outgrown,134693,[10764],2021-09-18,0.663,0.0,0,en,False
1055,Three Men Four Wheels,Three Men Four Wheels,115969,[10764],2020-12-30,0.655,0.0,0,en,False
1056,Most Terrifying Places,Most Terrifying Places,94242,[99],2019-10-01,0.645,8.5,2,en,False
1057,Stranger Among Us,Stranger Among Us,98788,[99],2020-01-27,0.642,0.0,0,en,False
1058,Trans Am,Trans Am,118270,[],2018-10-02,0.638,0.0,0,en,False
1059,Alaska Mega Machines,Alaska Mega Machines,66411,"[99, 10764]",2016-04-27,0.629,0.0,0,en,False
1060,Pocoyo & Halloween,Pocoyo & Halloween,113305,[],2017-10-17,0.626,2.0,1,pt,False
1061,Body Parts,Body Parts,196238,"[10764, 99]",2022-04-06,0.621,7.0,2,en,False
1062,Awake Surgery,Awake Surgery,216441,[10764],2022-12-14,0.614,6.0,2,en,False
1063,Small Town Potential,Small Town Potential,251606,[],2024-03-03,0.605,0.0,0,en,False
1064,Primal Instinct,Primal Instinct,86852,"[80, 99, 10764]",2018-03-25,0.605,4.0,0,en,False
1065,Homestead Rescue: Raney Ranch,Homestead Rescue: Raney Ranch,111195,"[99, 10764]",2020-10-06,0.582,7.7,3,en,False
1066,Land Rush,Land Rush,65048,[10764],2015-07-14,0.577,0.0,0,en,False
1067,Off the Hook: Extreme Catches,Off the Hook: Extreme Catches,46602,[],2012-07-30,0.577,0.0,0,en,False
1068,Rattlesnake Republic,Rattlesnake Republic,257612,[10764],2011-10-21,0.567,0.0,0,en,False
1069,The Dino Hunters,The Dino Hunters,134378,[99],2020-08-25,0.537,0.0,0,en,False
1070,Trailblazers,Trailblazers,20303,[],2016-01-08,0.532,0.0,0,en,False
1071,American Titans,American Titans,86811,[99],2015-08-04,0.529,0.0,0,en,False
1072,Fish or Die,Fish or Die,90119,[10764],2019-04-21,0.523,0.0,0,en,False
1073,Ultimate Weapons,Ultimate Weapons,72535,[99],2009-05-26,0.523,0.0,0,en,False
1074,Deadliest Bite,Deadliest Bite,259460,[],2024-07-09,0.521,0.0,0,en,False
1075,Hot Mess House,Hot Mess House,105111,[],2020-06-24,0.519,0.0,0,en,False
1076,This Cop Life,This Cop Life,196562,"[99, 10764]",2022-03-22,0.514,0.0,0,en,False
1077,Porter Ridge,Porter Ridge,58231,[],2013-08-13,0.508,8.0,1,en,False
1078,People Magazine Investigates: Crimes of Fashion,People Magazine Investigates: Crimes of Fashion,125842,"[99, 80]",2018-07-16,0.505,9.0,1,en,False
1079,Viagra: The Little Blue Pill That Changed The World,Viagra: The Little Blue Pill That Changed The World,207992,[99],2022-08-11,0.503,5.5,2,en,False
1080,"¡Sí, quiero ese vestido! España","¡Sí, quiero ese vestido! España",84239,[],2018-11-11,0.5,0.0,0,es,False
1081,Finding Andrea,Finding Andrea,135375,"[99, 9648]",2021-10-15,0.499,8.2,4,en,False
1082,Living a Nightmare,Living a Nightmare,110314,"[80, 99]",2020-09-08,0.489,0.0,0,en,False
1083,11 Shots,11 Shots,215098,"[18, 99]",2022-09-25,0.482,6.7,3,sv,False
1084,히어로 인사이드 (Duplicated),히어로 인사이드 (Duplicated),238672,[],2023-11-08,0.472,0.0,0,ko,False
1085,This Is Benjamin Ingrosso,This Is Benjamin Ingrosso,254992,[],2024-05-21,0.471,0.0,0,sv,False
1086,Prehistoric,Prehistoric,102161,[99],2009-04-04,0.462,6.0,1,en,False
1087,Bargain Block: Bargain Buys,Bargain Block: Bargain Buys,209116,[10764],2022-08-03,0.456,0.0,0,en,False
1088,Say Yes To The Dress Australia,Say Yes To The Dress Australia,120588,[10764],2016-10-26,0.454,10.0,2,en,False
1089,România Sălbatică,Wild Romania,207437,[99],2022-05-12,0.451,0.0,0,ro,False
1090,Solved,Solved,28085,[],2008-12-27,0.442,7.4,5,en,False
1091,Jesse James: Outlaw Garage,Jesse James: Outlaw Garage,55366,[10764],2012-04-09,0.433,4.0,2,en,False
1092,Misterios con Lorenzo Fernández Bueno,Misterios con Lorenzo Fernández Bueno,92321,[99],2018-01-23,0.422,0.0,1,es,False
1093,Serving the Hamptons,Serving the Hamptons,196968,[10764],2022-04-07,0.419,3.0,1,en,False
1094,Say Yes to the Nest,Say Yes to the Nest,90453,[],2019-01-05,0.418,10.0,2,en,False
1095,Rehab Addict: Detroit,Rehab Addict: Detroit,135593,[10764],2015-11-05,0.416,0.0,0,en,False
1096,Selling the Big Easy,Selling the Big Easy,101735,[10764],2020-08-24,0.41,7.0,1,en,False
1097,Man vs. Bear,Man vs. Bear,96141,[10764],2019-12-04,0.408,0.0,0,en,False
1098,Say Yes To The Dress: America,Say Yes To The Dress: America,212522,[],2020-01-05,0.388,10.0,1,en,False
1099,World's Biggest Ship,World's Biggest Ship,70587,[99],2013-12-02,0.385,0.0,0,de,False
1100,Belly of the Beast: Bigger and Bloodier,Belly of the Beast: Bigger and Bloodier,258429,[99],2024-07-07,0.377,0.0,0,en,False
1101,Sydney Harbour Patrol,Sydney Harbour Patrol,76527,[99],2016-10-30,0.377,0.0,0,en,False
1102,BBQ Pit Wars,BBQ Pit Wars,65028,[10764],2014-05-26,0.366,0.0,0,en,False
1103,I'd Kill for You,I'd Kill for You,93330,"[80, 9648, 18]",,0.364,0.0,0,en,False
1104,Predator at Large,Predator at Large,102950,[99],2020-04-16,0.363,7.0,1,en,False
1105,It Feels Evil,It Feels Evil,96573,"[10765, 9648]",2019-12-16,0.363,7.0,2,en,False
1106,Curiosidades de la tierra,Curiosidades de la tierra,247294,[99],2015-04-22,0.356,0.0,0,es,False
1107,Legend of Croc Gold,Legend of Croc Gold,74817,[],2016-11-23,0.356,0.0,0,en,False
1108,"Delphine, My Story","Delphine, My Story",204601,[],2022-01-12,0.355,0.0,0,vi,False
1109,Home Town Kickstart,Home Town Kickstart,199319,[],2022-04-25,0.353,7.0,1,en,False
1110,Deep Blue,Deep Blue,154354,[],2015-08-14,0.35,0.0,0,en,False
1111,24 Kilates,24 Kilates,124635,[99],2015-05-29,0.348,0.0,0,es,False
1112,Playhouse Masters,Playhouse Masters,73998,[10764],2016-08-23,0.34,0.0,0,en,False
1113,Body Cam EMT,Body Cam EMT,215949,[],2022-12-06,0.335,0.0,0,en,False
1114,Yo fui un Narco,Yo fui un Narco,255948,[],2018-11-13,0.333,0.0,0,es,False
1115,Bullet Points,Bullet Points,111860,[99],2013-04-15,0.326,0.0,0,en,False
